Ford Model T,,,transport,"cars, vehicles, united","The Ford Model T (colloquially known as the Tin Lizzie, Leaping Lena, jitney or flivver) is an automobile produced by Ford Motor Company from October 1, 1908, to May 26, 1927. It is generally regarded as the first affordable automobile, the car that opened travel to the common middle-class American; some of this was because of Ford's efficient fabrication, including assembly line production instead of individual hand crafting.","de:Ford Modell T, es:Ford T, fr:Ford T, nl:T-Ford"
Sicily,37°30′N 14°00′E,,region,"italy, regions, mediterranean","Sicily (Italian: Sicilia [siˈtʃiːlja]; Sicilian: Sicìlia) is the largest island in the Mediterranean Sea. It is an autonomous region of Italy, in Southern Italy along with surrounding minor islands, officially referred to as Regione Siciliana.","de:Autonome Region Sizilien, es:Sicilia, fr:Sicile, nl:Sicilië"
Bloods,,,culture,"gangs, states, united","The Bloods, also known as Original Blood Family (OBF), are a primarily African-American street gang founded in Los Angeles, California. The gang is widely known for its rivalry with the Crips. They are identified by the red color worn by their members and by particular gang symbols, including distinctive hand signs.","de:Bloods und Crips, fr:Bloods, nl:Bloods"
The Scream,,,culture,"paintings, munch, symbolist","The Scream is the popular name given to a composition created by Norwegian Expressionist artist Edvard Munch in 1893. The original German title given by Munch to his work was Der Schrei der Natur (The Scream of Nature), and the Norwegian title is Skrik (Shriek). The agonised face in the painting has become one of the most iconic images of art, seen as symbolising the anxiety of the human condition.","de:Der Schrei, es:El grito, fr:Le Cri, nl:De Schreeuw (schilderij)"
Richard Harris,,1930-2002 ♂,culture,"irish, male, actors","Richard John Harris (1 October 1930 – 25 October 2002) was an Irish actor and singer. He appeared on stage and in many films, appearing as Frank Machin in This Sporting Life, for which he was nominated for the Academy Award for Best Actor, and King Arthur in the 1967 film Camelot, as well as the 1981 revival of the stage musical. He played an aristocrat captured by American Indians in A Man Called Horse (1970), a gunfighter in Clint Eastwood's Western film Unforgiven (1992), Emperor Marcus Aurelius in Gladiator (2000), and Albus Dumbledore in the first two Harry Potter films: Harry Potter and the Philosopher's Stone (2001) and Harry Potter and the Chamber of Secrets (2002), the latter of which was his final film role. He was replaced by Michael Gambon for the remainder of the series. Harris had a number-one hit in Australia and Canada and a top-ten hit in the United Kingdom, Ireland and United States with his 1968 recording of Jimmy Webb's song ""MacArthur Park"".","de:Richard Harris, es:Richard Harris, fr:Richard Harris (acteur), nl:Richard Harris (acteur)"
1992 Los Angeles riots,,,history,"states, united, riots","The 1992 Los Angeles riots were a series of riots and civil disturbances that occurred in Los Angeles County in April and May 1992. Unrest began in South Central Los Angeles on April 29, after a trial jury acquitted four officers of the Los Angeles Police Department (LAPD) for usage of excessive force in the arrest and beating of Rodney King, which had been videotaped and widely viewed in TV broadcasts.","de:Unruhen in Los Angeles 1992, es:Disturbios de Los Ángeles de 1992, fr:Émeutes de 1992 à Los Angeles, nl:Rellen in Los Angeles 1992"
Olivia Munn,,1980 ♀,culture,"american, writers, descent","Lisa Olivia Munn (born July 3, 1980) is an American actress, model, television personality, and author. She was credited as Lisa Munn in her early career, but since 2006, she has used the name Olivia Munn personally and professionally.","de:Olivia Munn, es:Olivia Munn, fr:Olivia Munn"
World War I,,,history,"wars, history, united","World War I (WWI or WW1), also known as the First World War or the Great War, was a global war centred in Europe that began on 28 July 1914 and lasted until 11 November 1918. More than 9 million combatants and 7 million civilians died as a result of the war, a casualty rate exacerbated by the belligerents' technological and industrial sophistication, and tactical stalemate. It was one of the deadliest conflicts in history, paving the way for major political changes, including revolutions in many of the nations involved.","de:Erster Weltkrieg, es:Primera Guerra Mundial, fr:Première Guerre mondiale, nl:Eerste Wereldoorlog"
South Australia,30°S 135°E,,region,"australia, states, territories","South Australia (abbreviated as SA) is a state in the southern central part of Australia. It covers some of the most arid parts of the continent. With a total land area of 983,482 square kilometres (379,725 sq mi), it is the fourth largest of Australia's states and territories.","de:South Australia, es:Australia Meridional, fr:Australie-Méridionale, nl:Zuid-Australië"
Simon de Montfort's Parliament,,,politics,"england, parliaments, medieval","Simon de Montfort's Parliament was an English parliament held from 20 January 1265 until mid-March of the same year, instigated by Simon de Montfort, a baronial rebel leader.",de:De Montfort’s Parliament
House of Cards (season 2),,,culture,"television, series, lists","The second season of the American television drama series House of Cards began filming a set of 13 episodes on April 29, 2013 and concluded on November 8, occurring primarily in Baltimore. On December 4, 2013, Netflix announced that the season would be released in its entirety on February 14, 2014. Set in current day Washington, D.C., season 2 deals with topics such as entitlement reform, Chinese cyberespionage, anthrax scares, Senate parliamentary procedure, and government shutdowns. It begins at the exact time that season 1 ended.",fr:Saison 2 de House of Cards
André 3000,,1975 ♂,culture,"male, african-american, american","André Lauren Benjamin (born May 27, 1975), better known by his stage name André 3000 (formerly Dre, and not to be confused with Dr. Dre), is an American musician and actor best known for being a part of hip hop duo Outkast alongside fellow rapper Big Boi. As an actor, Benjamin has made appearances in a number of films and television series, including Families, The Shield, Be Cool, Revolver, Semi-Pro, Four Brothers, and in the lead role of Jimi Hendrix in All Is by My Side. He is widely considered among the greatest rappers of all time.","de:André 3000, es:André 3000, fr:André 3000, nl:André 3000"
Harrison Ford,,1942 ♂,culture,"american, people, actors","Harrison Ford (born July 13, 1942) is an American actor and film producer. He gained worldwide fame for his starring roles as Han Solo in the original Star Wars epic space opera trilogy and the title character of the Indiana Jones film series. Ford is also known for his roles as Rick Deckard in the 1982 neo-noir dystopian science fiction film Blade Runner, John Book in the 1985 thriller Witness and Jack Ryan in the 1992 action-suspense film Patriot Games and the 1994 spy action thriller film Clear and Present Danger.","de:Harrison Ford, es:Harrison Ford, fr:Harrison Ford, nl:Harrison Ford"
Domain name,,,technology,"domain, identifiers, names","A domain name is an identification string that defines a realm of administrative autonomy, authority or control within the Internet. Domain names are formed by the rules and procedures of the Domain Name System (DNS). Any name registered in the DNS is a domain name. Domain names are used in various networking contexts and for application-specific naming and addressing purposes. In general, a domain name represents an Internet Protocol (IP) resource, such as a personal computer used to access the Internet, a server computer hosting a web site, or the web site itself or any other service communicated via the Internet. In 2017, 330.6 million domain names had been registered.","de:Domain (Internet), es:Dominio de Internet, fr:Nom de domaine, nl:Domeinnaam"
Dark Horse (Katy Perry song),,,culture,"songs, number-one, singles","""Dark Horse"" is a song recorded by American singer Katy Perry featuring rapper Juicy J. It was originally released on September 17, 2013, by Capitol Records as the first promotional single from Perry's fourth studio album, Prism (2013). Three months later, it was released as the third official single on December 17. Both artists co-wrote the song with its producers, Max Martin, Cirkut, and Dr. Luke, alongside Sarah Hudson. It was conceived by Perry and Hudson during a writing session in Perry's hometown of Santa Barbara, California, and Juicy J was later commissioned for a verse on the song.","de:Dark Horse (Katy-Perry-Lied), es:Dark Horse (canción de Katy Perry), fr:Dark Horse (chanson de Katy Perry), nl:Dark Horse (Katy Perry)"
Beyoncé,,1981 ♀,culture,"american, african-american, people","Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/; born September 4, 1981) is an American singer, songwriter, producer, and actress. Born and raised in Houston, Texas, Beyoncé performed in various singing and dancing competitions as a child. She rose to fame in the late 1990s as lead singer of the R&B girl-group Destiny's Child. Managed by her father, Mathew Knowles, the group became one of the world's best-selling girl groups in history. Their hiatus saw Beyoncé's theatrical film debut in Austin Powers in Goldmember (2002) and the release of her debut album, Dangerously in Love (2003). The album established her as a solo artist worldwide, debuting at number one on the US Billboard 200 chart and earning five Grammy Awards, and featured the Billboard Hot 100 number one singles ""Crazy in Love"" and ""Baby Boy"".","de:Beyoncé, es:Beyoncé, fr:Beyoncé, nl:Beyoncé Knowles"
A Beautiful Mind (film),,,culture,"films, best, academy","A Beautiful Mind is a 2001 American biographical drama film based on the life of John Nash, a Nobel Laureate in Economics. The film was directed by Ron Howard, from a screenplay written by Akiva Goldsman. It was inspired by a bestselling, Pulitzer Prize-nominated 1998 book of the same name by Sylvia Nasar. The film stars Russell Crowe, along with Ed Harris, Jennifer Connelly, Paul Bettany, Adam Goldberg, Judd Hirsch, Josh Lucas, Anthony Rapp, and Christopher Plummer in supporting roles. The story begins in Nash's days as a graduate student at Princeton University. Early in the film, Nash begins to develop paranoid schizophrenia and endures delusional episodes while watching the burden his condition brings on wife Alicia and friends.","de:A Beautiful Mind, es:A Beautiful Mind, fr:Un homme d'exception, nl:A Beautiful Mind"
Great Pyramid of Giza,29°58′45.03″N 31°08′03.69″E,,history,"buildings, ancient, egyptian","The Great Pyramid of Giza (also known as the Pyramid of Khufu or the Pyramid of Cheops) is the oldest and largest of the three pyramids in the Giza pyramid complex bordering what is now El Giza, Egypt. It is the oldest of the Seven Wonders of the Ancient World, and the only one to remain largely intact.","de:Cheops-Pyramide, es:Gran Pirámide de Guiza, fr:Pyramide de Khéops, nl:Piramide van Cheops"
The Godfather Part II,,,culture,"films, best, academy","The Godfather Part II is a 1974 American crime film produced and directed by Francis Ford Coppola from a screenplay co-written with Mario Puzo, starring Al Pacino and Robert De Niro. Partially based on Puzo's 1969 novel The Godfather, the film is both sequel and prequel to The Godfather, presenting parallel dramas: one picks up the 1958 story of Michael Corleone (Pacino), the new Don of the Corleone crime family, protecting the family business in the aftermath of an attempt on his life; the prequel covers the journey of his father, Vito Corleone (De Niro), from his Sicilian childhood to the founding of his family enterprise in New York City.","de:Der Pate, es:The Godfather Part II, fr:Le Parrain 2, nl:The Godfather Part II"
Colosseum,41°53′24.61″N 12°29′32.17″E,,history,"italy, roman, amphitheatres","The Colosseum or Coliseum (/kɒləˈsiːəm/ kol-ə-SEE-əm), also known as the Flavian Amphitheatre (Latin: Amphitheatrum Flavium; Italian: Anfiteatro Flavio [amfiteˈaːtro ˈflaːvjo] or Colosseo [kolosˈsɛːo]), is an oval amphitheatre in the centre of the city of Rome, Italy. Built of concrete and sand, it is the largest amphitheatre ever built. The Colosseum is situated just east of the Roman Forum. Construction began under the emperor Vespasian in 72 AD, and was completed in 80 AD under his successor and heir Titus. Further modifications were made during the reign of Domitian (81–96). These three emperors are known as the Flavian dynasty, and the amphitheatre was named in Latin for its association with their family name (Flavius).","de:Kolosseum, es:Coliseo, fr:Colisée, nl:Colosseum"
Angela Merkel,,1954 ♀,politics,"german, people, germany",Angela Dorothea Merkel (née Kasner; born 17 July 1954) is a German politician and former research scientist who has been the Chancellor of Germany since 2005 and the Leader of the Christian Democratic Union (CDU) since 2000.,"de:Angela Merkel, es:Angela Merkel, fr:Angela Merkel, nl:Angela Merkel"
Polymath,,,history,"renaissance, giftedness, enlightenment","A polymath (Greek: πολυμαθής,, polymathēs, ""having learned much""; Latin: homo universalis, ""universal man"") is an individual whose knowledge spans a significant number of subjects, known to draw on complex bodies of knowledge to solve specific problems. The term entered the lexicon in the 20th century and has now been applied to great thinkers living before and after the Renaissance.","de:Universalgelehrter, es:Polimatía, fr:Polymathie, nl:Uomo universale"
Mardi Gras,,,culture,"february, march, events","Mardi Gras (/ˈmɑrdiɡrɑː/), also called Shrove Tuesday, or Fat Tuesday, in English, refers to events of the Carnival celebrations, beginning on or after the Christian feasts of the Epiphany (Three King's Day) and culminating on the day before Ash Wednesday. Mardi Gras is French for ""Fat Tuesday"", reflecting the practice of the last night of eating richer, fatty foods before the ritual fasting of the Lenten season.","de:Mardi Gras, es:Martes de Carnaval, fr:Mardi gras, nl:Mardi Gras (feest)"
Farrah Abraham,,1991 ♀,culture,"american, people, descent","Farrah Lynn Abraham (born May 31, 1991) is an American reality television personality. Born in Omaha, Nebraska, and raised in Council Bluffs, Iowa, she came to prominence after being cast in the reality television series 16 and Pregnant in 2009, which documented the pregnancies and first months of motherhood for several young women. Later that year she was cast in the spin-off series Teen Mom, and appeared in each of its four seasons until its conclusion in 2012. That August she released her debut studio album and first memoir, both of which were titled My Teenage Dream Ended. The book made it onto The New York Times Best Seller list.",es:Farrah Abraham
PlayStation Vita,,,technology,"consoles, game, playstation","The PlayStation Vita (officially abbreviated PS Vita or Vita) is a handheld game console developed and released by Sony Computer Entertainment. It is the successor to the PlayStation Portable as part of the PlayStation brand of gaming devices. It was released in Japan on December 17, 2011, with releases in North America, Europe, and other worldwide regions starting on February 22, 2012. It primarily competes with the Nintendo 3DS as part of the eighth generation of video game consoles.","de:PlayStation Vita, es:PlayStation Vita, fr:PlayStation Vita, nl:PlayStation Vita"
Pirates of the Caribbean: The Curse of the Black Pearl,,,culture,"films, american, fantasy","Pirates of the Caribbean: The Curse of the Black Pearl is a 2003 American fantasy swashbuckler film directed by Gore Verbinski and the first film in the Pirates of the Caribbean film series. Produced by Walt Disney Pictures and Jerry Bruckheimer, the film is based on Walt Disney's Pirates of the Caribbean attraction at Disney theme parks. The story follows pirate Jack Sparrow (Johnny Depp) and blacksmith Will Turner (Orlando Bloom) as they rescue the kidnapped Elizabeth Swann (Keira Knightley) from the cursed crew of the Black Pearl, captained by Hector Barbossa (Geoffrey Rush), who become undead skeletons at night.","de:Fluch der Karibik, es:Pirates of the Caribbean: The Curse of the Black Pearl, fr:Pirates des Caraïbes : La Malédiction du Black Pearl, nl:Pirates of the Caribbean: The Curse of the Black Pearl"
Flight of the Conchords,,,culture,"groups, zealand, rock","Flight of the Conchords are a New Zealand-based comedy duo composed of musicians Bret McKenzie and Jemaine Clement. The duo's comedy and music became the basis of a BBC radio series and then an American television series that aired for two seasons on HBO. They previously referred to themselves as ""New Zealand's fourth most popular guitar-based digi-bongo acapella-rap-funk-comedy folk duo"", but as of 2014 refer to themselves as ""the almost award-winning fourth-most-popular folk duo in New Zealand.""","de:Flight of the Conchords, fr:Flight of the Conchords, nl:Flight of the Conchords"
"Prince William, Duke of Cambridge",,1982 ♂,politics,"people, royal, personnel","Prince William, Duke of Cambridge, KG, KT, ADC(P) (William Arthur Philip Louis; born 21 June 1982) is the elder son of Charles, Prince of Wales, and Diana, Princess of Wales. He is second in line to succeed his grandmother, Queen Elizabeth II, after his father.","de:William, Duke of Cambridge, es:Guillermo de Cambridge, fr:William de Cambridge, nl:William, hertog van Cambridge"
Manny Pacquiao vs. Timothy Bradley,,,sports,"sports, arena, garden","Manny Pacquiao vs. Timothy Bradley, billed as ""Perfect Storm"", was a welterweight title boxing match held on June 9, 2012, at the MGM Grand Garden Arena in Paradise, Nevada. After 12 rounds, Bradley won a highly controversial split decision to take the WBO welterweight title.",
Morena Baccarin,,1979 ♀,culture,"actresses, american, people","Morena Silva de Vaz Setta Baccarin (Portuguese pronunciation: [moˈɾenɐ ˈbakaɾĩ]; born January 2, 1979) is a Brazilian-American actress. She is known for portraying Inara Serra in the series Firefly and the follow-up film Serenity, Adria in the series Stargate SG-1 and the follow-up film Stargate: The Ark of Truth, Anna in the 2009 version of the series V, Vanessa in the superhero comedy film Deadpool, and Jessica Brody in the Showtime series Homeland (for which she received an Emmy nomination for Outstanding Supporting Actress in a Drama Series in 2013). She plays the role of Dr. Leslie Thompkins in the Fox television series Gotham.","de:Morena Baccarin, es:Morena Baccarin, fr:Morena Baccarin, nl:Morena Baccarin"
Postmodernism,,,culture,"aesthetics, postmodernism, modernism","Postmodernism is a broad movement that developed in the mid- to late-20th century across philosophy, the arts, architecture, and criticism and that marked a departure from modernism. The term has also more generally been applied to the historical era following modernity and the tendencies of this era. (In this context, ""modern"" is not used in the sense of ""contemporary"", but merely as a name for a specific period in history.)","de:Postmoderne, fr:Postmodernisme, nl:Postmodernisme"
Up in the Air (2009 film),,,culture,"films, american, jason","Up in the Air is a 2009 American comedy-drama film directed by Jason Reitman and written by Reitman and Sheldon Turner, based on the 2001 novel of the same name, written by Walter Kirn. The story is centered on corporate ""downsizer"" Ryan Bingham (George Clooney) and his travels. Vera Farmiga, Anna Kendrick and Danny McBride also star. Filming was primarily in St. Louis, Missouri, which substituted for a number of other cities. Several scenes were filmed in Detroit, Omaha, Las Vegas and Miami.","de:Up in the Air, es:Up in the Air (película), fr:In the Air, nl:Up in the Air"
30 for 30,,,culture,"series, television, american","30 for 30 is the title for a series of documentary films airing on ESPN, its sister networks, and online highlighting interesting people and events in sports history. This includes three ""volumes"" of 30 episodes each, a 13-episode series under the ESPN Films Presents title in 2011–2012, and a series of 30 for 30 Shorts shown through the ESPN.com website. The series has also expanded to include Soccer Stories, which aired in advance of the 2014 FIFA World Cup, and audio podcasts.",fr:30 for 30
Jonjo Shelvey,,,sports,"players, f.c., people",Jonjo Shelvey /ˈdʒɒndʒoʊ ˈʃɛlvi/ (born 27 February 1992) is an English professional footballer who plays as a midfielder for Premier League club Newcastle United and the England national team.,"de:Jonjo Shelvey, es:Jonjo Shelvey, fr:Jonjo Shelvey, nl:Jonjo Shelvey"
Probiotic,,,health,"probiotics, system","Probiotics are microorganisms that are believed to provide health benefits when consumed. The term probiotic is currently used to name ingested microorganisms associated with beneficial effects to humans and animals. The term came into more common use after 1980. The introduction of the concept is generally attributed to Nobel recipient Élie Metchnikoff, who in 1907 suggested that ""the dependence of the intestinal microbes on the food makes it possible to adopt measures to modify the flora in our bodies and to replace the harmful microbes by useful microbes"". A significant expansion of the potential market for probiotics has led to higher requirements for scientific substantiation of putative beneficial effects conferred by the microorganisms. Studies on the medical benefits of probiotics have yet to reveal a cause-effect relationship, and their medical effectiveness has yet to be conclusively proven for most of the studies conducted thus far.","de:Probiotikum, es:Alimento probiótico, fr:Probiotique, nl:Probioticum"
The Lion King,,,culture,"films, american, musical","The Lion King is a 1994 American animated epic musical film produced by Walt Disney Feature Animation and released by Walt Disney Pictures. It is the 32nd animated feature in the Walt Disney Animated Classics series. The story takes place in a kingdom of lions in Africa, and was influenced by William Shakespeare's Hamlet. The film was produced during a period known as the Disney Renaissance. The Lion King was directed by Roger Allers and Rob Minkoff, produced by Don Hahn, and has a screenplay credited to Irene Mecchi, Jonathan Roberts and Linda Woolverton. Its original songs were written by composer Elton John and lyricist Tim Rice, and original scores were written by Hans Zimmer. The film features an ensemble voice cast that includes Matthew Broderick, James Earl Jones, Jeremy Irons, Jonathan Taylor Thomas, Moira Kelly, Nathan Lane, Ernie Sabella, Rowan Atkinson, Robert Guillaume, Madge Sinclair, Whoopi Goldberg, Cheech Marin, and Jim Cummings.","de:Der König der Löwen, es:El rey león, fr:Le Roi lion, nl:The Lion King (film)"
Ben Carson,,1951 ♂,politics,"people, michigan, physicians","Benjamin Solomon ""Ben"" Carson, Sr. (born September 18, 1951) is a retired American neurosurgeon who is a candidate for the Republican nomination for President of the United States, in the 2016 election. Born in Detroit, Michigan and a graduate of Yale University and the University of Michigan Medical School, Carson has authored numerous books on his medical career and political stances, and was the subject of a television drama film in 2009.","de:Ben Carson, es:Ben Carson, fr:Ben Carson, nl:Ben Carson"
James Dean,,1931-1955 ♂,culture,"actors, male, american","James Byron Dean (February 8, 1931 – September 30, 1955) was an American actor. He is a cultural icon of teenage disillusionment and social estrangement, as expressed in the title of his most celebrated film, Rebel Without a Cause (1955), in which he starred as troubled teenager Jim Stark. The other two roles that defined his stardom were loner Cal Trask in East of Eden (1955) and surly ranch hand Jett Rink in Giant (1956). Dean's enduring fame and popularity rest on his performances in only these three films.","de:James Dean, es:James Dean, fr:James Dean, nl:James Dean"
Deadshot,,,culture,"comics, fictional, characters","Deadshot (Floyd Lawton) is a fictional character appearing in American comic books published by DC Comics. Created by David Vern Reed, Lew Schwartz, and Bob Kane, the character made his first appearance in Batman #59 (June–July 1950). He is an excellent sniper who regularly boasts of never missing a shot, and is often considered as one of the deadliest assassins in the DC Universe. Deadshot is an adversary of the superhero Batman and belongs to the collective of enemies that make up his rogues gallery. Though normally portrayed as a supervillain, he is sometimes depicted as an antihero.","de:Deadshot, es:Deadshot, fr:Deadshot, nl:Deadshot"
Model–view–controller,,,technology,"pattern, (computer, science)",Model–view–controller is an architectural pattern commonly used for developing user interfaces that divides an application into three interconnected parts. This is done to separate internal representations of information from the ways information is presented to and accepted from the user. The MVC design pattern decouples these major components allowing for efficient code reuse and parallel development.,"de:Model View Controller, es:Modelo, fr:Modèle-vue-contrôleur, nl:Model-view-controller-model"
John Wayne Gacy,,1942-1994 ♂,history,"american, people, illinois","John Wayne Gacy, Jr. (March 17, 1942 – May 10, 1994), also known as the Killer Clown, was an American serial killer and rapist who sexually assaulted and murdered at least 33 teenage boys and young men between 1972 and 1978 in Cook County, Illinois.","de:John Wayne Gacy, es:John Wayne Gacy, fr:John Wayne Gacy, nl:John Wayne Gacy"
Tyler Posey,,1991 ♂,culture,"american, male, actors","Tyler Garcia Posey (born October 18, 1991) is an American actor and musician, best known for his role as Scott McCall on the MTV television series Teen Wolf (2011–2017).","de:Tyler Posey, es:Tyler Posey, fr:Tyler Posey, nl:Tyler Posey"
Copenhagen Accord,,,politics,"united, nations, treaties","The Copenhagen Agreement is a document that delegates at the 15th session of the Conference of Parties (COP 15) to the United Nations Framework Convention on Climate Change agreed to ""take note of"" at the final plenary on 18 December 2009.","de:Copenhagen Accord, fr:Accord de Copenhague, nl:Akkoord van Kopenhagen"
Ireland,53°25′N 8°0′W,,region,"europe, celtic, northern","Ireland (i/ˈaɪərlənd/; Irish: Éire [ˈeːɾʲə] ( listen); Ulster-Scots: Airlann [ˈɑːrlən]) is an island in the North Atlantic separated from Great Britain to its east by the North Channel, the Irish Sea, and St George's Channel. It is the second-largest island of the British Isles after Great Britain, the third-largest in Europe and the twentieth-largest on Earth.","de:Irland (Insel), es:Irlanda (isla), fr:Irlande (île), nl:Ierland (eiland)"
Rose Leslie,,1987 ♀,culture,"people, scottish, actresses","Rose Eleanor Arbuthnot-Leslie (born 9 February 1987), known professionally as Rose Leslie, is a British actress. After winning a Scottish BAFTA for Best Acting Performance for her role in New Town, she rose to fame as Gwen Dawson in the ITV drama series Downton Abbey and as Ygritte in the HBO fantasy series Game of Thrones. She stars as Maia Rindell in the CBS All Access legal and political drama The Good Fight.","de:Rose Leslie, es:Rose Leslie, fr:Rose Leslie, nl:Rose Leslie"
Willa Holland,,1991 ♀,culture,"american, actresses, descent","Willa Joanna Chance Holland (born June 18, 1991) is an American actress, voice actress and model. She is known for her roles as Kaitlin Cooper in the Fox teen drama The O.C., Agnes Andrews in The CW series Gossip Girl, Aqua in Kingdom Hearts, and Thea Queen / Speedy in Arrow.","de:Willa Holland, es:Willa Holland, fr:Willa Holland, nl:Willa Holland"
Call of Duty: Advanced Warfare,,,culture,"games, video, fiction","Call of Duty: Advanced Warfare is a first-person shooter video game published by Activision. The eleventh major installment in the Call of Duty series, the game was developed by Sledgehammer Games for Microsoft Windows, PlayStation 4 and Xbox One, while High Moon Studios developed the versions released on PlayStation 3 and Xbox 360, and Raven Software developed the game's multiplayer and the Exo-Zombies mode.","de:Call of Duty: Advanced Warfare, es:Call of Duty: Advanced Warfare, fr:Call of Duty: Advanced Warfare, nl:Call of Duty: Advanced Warfare"
Alan Cumming,,1965 ♂,culture,"scottish, male, actors","Alan Cumming, OBE (born 27 January 1965), is a Scottish-American actor, singer, writer, producer, director, and activist who has appeared in numerous films, television shows, and plays. His London stage appearances include Hamlet, the Maniac in Accidental Death of an Anarchist (for which he received an Olivier Award), the lead in Bent, and the National Theatre of Scotland's The Bacchae. On Broadway, he has appeared in The Threepenny Opera, as the master of ceremonies in Cabaret (for which he won a Tony Award), Design for Living and a one-man adaptation of Macbeth. His best-known film roles include his performances in Emma, GoldenEye, the Spy Kids trilogy, Son of the Mask, and X2. Cumming also introduces Masterpiece Mystery! for PBS and appeared on The Good Wife, for which he has been nominated for three Primetime Emmy Awards, two Screen Actors Guild Awards, two Golden Globe Awards and a Satellite Award. A filming of his Las Vegas cabaret show, Alan Cumming Sings Sappy Songs, aired on PBS stations in November 2016.","de:Alan Cumming, es:Alan Cumming, fr:Alan Cumming, nl:Alan Cumming"
The Graham Norton Show,,,culture,"television, british, series","The Graham Norton Show is a British comedy chat show presented by Graham Norton. It was initially broadcast on BBC Two, from 22 February 2007, before moving to BBC One in October 2009. It currently airs on Friday evenings, and is usually repeated a few nights later.","de:The Graham Norton Show, es:The Graham Norton Show, nl:The Graham Norton Show"
Lil Wayne,,1982 ♂,culture,"american, african-american, male","Dwayne Michael Carter, Jr. (born September 27, 1982), known by his stage name Lil Wayne, is an American rapper, songwriter, and entrepreneur from New Orleans, Louisiana. In 1991, at the age of nine, Lil Wayne joined Cash Money Records as the youngest member of the label, and half of the duo The B.G.'z, alongside fellow New Orleans-based rapper Lil' Doogie. In 1996, Lil Wayne formed the Southern hip hop group Hot Boys, with his Cash Money label-mates Juvenile, Young Turk and Lil' Doogie (who now goes by B.G.). Hot Boys debuted with Get It How U Live! that same year. Lil Wayne gained most of his success with the group's major selling album Guerrilla Warfare (1999). Along with being the flagship artist of Cash Money Records, Lil Wayne is also the chief executive officer (CEO) of his own imprint, Young Money Entertainment, which he founded in 2005.","de:Lil Wayne, es:Lil Wayne, fr:Lil Wayne, nl:Lil Wayne"
New Caledonia,21°15′S 165°18′E,,region,"territories, oceania, states","New Caledonia (French: Nouvelle-Calédonie)[nb 1] is a special collectivity of France in the southwest Pacific Ocean, 1,210 km (750 mi) east of Australia and 20,000 km (12,000 mi) from Metropolitan France. The archipelago, part of the Melanesia subregion, includes the main island of Grande Terre, the Loyalty Islands, the Chesterfield Islands, the Belep archipelago, the Isle of Pines, and a few remote islets. The Chesterfield Islands are in the Coral Sea. Locals refer to Grande Terre as Le Caillou (""the pebble"").","de:Neukaledonien, es:Nueva Caledonia, fr:Nouvelle-Calédonie, nl:Nieuw-Caledonië (gebiedsdeel)"
Stana Katic,,1978 ♀,culture,"actresses, canadian, people",Stana Katic (/ˈstɑːnə ˈkætᵻk/; born 26 April 1978) is a Canadian-American film and television actress. She plays Kate Beckett on the ABC series Castle.,"de:Stana Katić, es:Stana Katić, fr:Stana Katic, nl:Stana Katic"
Assassination of Archduke Franz Ferdinand,43°51′28.5″N 18°25′43.5″E,,history,"austria-hungary, bosnia, herzegovina","The assassination of Archduke Franz Ferdinand of Austria, heir presumptive to the Austro-Hungarian throne, and Franz Ferdinand's wife Sophie, Duchess of Hohenberg, occurred on 28 June 1914 in Sarajevo when they were mortally wounded by Gavrilo Princip. Princip was one of a group of six assassins (five Serbs and one Bosniak) coordinated by Danilo Ilić, a Bosnian Serb and a member of the Black Hand secret society. The political objective of the assassination was to break off Austria-Hungary's South Slav provinces so they could be combined into a Yugoslavia. The conspirators' motives were consistent with the movement that later became known as Young Bosnia. The assassination led directly to World War I when Austria-Hungary subsequently issued an ultimatum to the Kingdom of Serbia, which was partially rejected. Austria-Hungary then declared war on Serbia, triggering actions leading to war between most European states.","de:Attentat von Sarajevo, es:Atentado de Sarajevo, fr:Attentat de Sarajevo, nl:Moord op Frans Ferdinand van Oostenrijk"
Harlem Globetrotters,,,sports,"basketball, sports, entertainment","The Harlem Globetrotters is an exhibition basketball team. They combine athleticism, theater, and comedy in their style of play. Over the years, they have played more than 26,000 exhibition games in 124 countries and territories. The team's signature song is Brother Bones' whistled version of ""Sweet Georgia Brown"". Their mascot is an anthropomorphized globe named Globie. The team plays over 450 live events worldwide each year. The team is currently owned by Herschend Family Entertainment. The executive offices for the team are located in the Atlanta suburb of Peachtree Corners.","de:Harlem Globetrotters, es:Harlem Globetrotters, fr:Globetrotters de Harlem, nl:Harlem Globetrotters"
Rock and roll,,,culture,"music, culture, united","Rock and roll (often written as rock & roll, rock 'n' roll or rock 'n roll) is a genre of popular music that originated and evolved in the United States during the late 1940s and early 1950s from musical styles such as gospel, jump blues, jazz, boogie woogie, and rhythm and blues, and country music. While elements of what was to become rock and roll can be heard in blues records from the 1920s and in country records of the 1930s, the genre did not acquire its name until 1954.","de:Rock ’n’ Roll, es:Rock and roll, fr:Rock 'n' roll, nl:Rock-'n-roll"
